x,y,std,con_95,con_95_plus,con_99,con_99_plus
2.220000000000000000e+03,3.293669430853484736e-01,7.307823095410487246e-02,1.167183658947020669e-02,3.410387796748186595e-01,1.541016355701326813e-02,3.447771066423617192e-01
2.240000000000000000e+03,3.306114109499113662e-01,7.306230038857917941e-02,1.166929220716693937e-02,3.422807031570783143e-01,1.540680424443684887e-02,3.460182151943482221e-01
2.260000000000000000e+03,3.283843719339989975e-01,7.101021641190286005e-02,1.134153948886867415e-02,3.397259114228676768e-01,1.497407688773375045e-02,3.433584488217327202e-01
2.280000000000000000e+03,3.285978186827201442e-01,7.166020964790054126e-02,1.144535446544617946e-02,3.400431731481663444e-01,1.511114235780468273e-02,3.437089610405248408e-01
2.300000000000000000e+03,3.214255228832170741e-01,6.939302733901653308e-02,1.108324688453811435e-02,3.325087697677551746e-01,1.463305675368803231e-02,3.360585796369051081e-01
2.320000000000000000e+03,3.327821901479324773e-01,7.444463980423543514e-02,1.189007532629931738e-02,3.446722654742317982e-01,1.569830112672929504e-02,3.484804912746617966e-01
2.340000000000000000e+03,3.277831320445259156e-01,6.940191655542232718e-02,1.108466664360921276e-02,3.388677986881351023e-01,1.463493124184844091e-02,3.424180632863743634e-01
2.360000000000000000e+03,3.338474964166616710e-01,7.313922446888840301e-02,1.168157829131870849e-02,3.455290747079803881e-01,1.542302539050950660e-02,3.492705218071711637e-01
2.380000000000000000e+03,3.343940710092520030e-01,7.423787449137349281e-02,1.185705138862886560e-02,3.462511223978808617e-01,1.565470008100720498e-02,3.500487710902592253e-01
2.400000000000000000e+03,3.313430584483332275e-01,7.193922617289655319e-02,1.148991815073243869e-02,3.428329765990656419e-01,1.516997917184850428e-02,3.465130376201817075e-01
2.420000000000000000e+03,3.333405062749788539e-01,7.351614745799199546e-02,1.174177930437271533e-02,3.450822855793515553e-01,1.550250795097450444e-02,3.488430142259533739e-01
2.440000000000000000e+03,3.276492536261484401e-01,6.993298542430496922e-02,1.116948737578109078e-02,3.388187410019295465e-01,1.474691887513774301e-02,3.423961725012861779e-01
2.460000000000000000e+03,3.347026657361488744e-01,7.689792529971614665e-02,1.228190675183767414e-02,3.469845724879865312e-01,1.621563070961354672e-02,3.509182964457624454e-01
2.480000000000000000e+03,3.336768790885999425e-01,7.359536720559062273e-02,1.175443204564132794e-02,3.454313111342412479e-01,1.551921318934031471e-02,3.491960922779402399e-01
2.500000000000000000e+03,3.376020965251055883e-01,7.422466455827859966e-02,1.185494153760444265e-02,3.494570380627100570e-01,1.565191447403626798e-02,3.532540109991418320e-01
2.520000000000000000e+03,3.370090755936387406e-01,7.492380040626621385e-02,1.196660542526309379e-02,3.489756810189018621e-01,1.579934275227177012e-02,3.528084183459105350e-01
2.540000000000000000e+03,3.353836629297826111e-01,7.393529124352485327e-02,1.180872369681844856e-02,3.471923866266010683e-01,1.559089370148649366e-02,3.509745566312690856e-01
2.560000000000000000e+03,3.378744422421827154e-01,7.382742173298241506e-02,1.179149510105744446e-02,3.496659373432401408e-01,1.556814702605974557e-02,3.534425892682424575e-01
2.580000000000000000e+03,3.295597870435033605e-01,7.113264269237587478e-02,1.136109304840729126e-02,3.409208800919106275e-01,1.499989318050842096e-02,3.445596802240117884e-01
2.600000000000000000e+03,3.393116011828571366e-01,7.553522693783643049e-02,1.206426064309993641e-02,3.513758618259570921e-01,1.592827557852630888e-02,3.552398767613834663e-01
2.620000000000000000e+03,3.384417544131155253e-01,7.753945805704243188e-02,1.238437044605336310e-02,3.508261248591688641e-01,1.635091210037119616e-02,3.547926665134867319e-01
2.640000000000000000e+03,3.402406134969228058e-01,7.728312346675982047e-02,1.234342945157463137e-02,3.525840429484974337e-01,1.629685827462853606e-02,3.565374717715513175e-01
2.660000000000000000e+03,3.416728110282452047e-01,7.558211369198596097e-02,1.207174925531042699e-02,3.537445602835556091e-01,1.593816268910176054e-02,3.576109737173469583e-01
2.680000000000000000e+03,3.382093577415912211e-01,7.491027869961901231e-02,1.196444577869890807e-02,3.501738035202901500e-01,1.579649140094207052e-02,3.540058491425333020e-01
2.700000000000000000e+03,3.412980963657428757e-01,7.657570815497749539e-02,1.223044319270914261e-02,3.535285395584520374e-01,1.614768408807566724e-02,3.574457804538185290e-01
2.720000000000000000e+03,3.346244002898017822e-01,7.151479925041814845e-02,1.142212995144706138e-02,3.460465302412488175e-01,1.508047935489891661e-02,3.497048796447007057e-01
2.740000000000000000e+03,3.416518493519201116e-01,7.804044544344530820e-02,1.246438665376851940e-02,3.541162360056886449e-01,1.645655638682521835e-02,3.581084057387453057e-01
2.760000000000000000e+03,3.438822673512743622e-01,7.707758429902326902e-02,1.231060135013819362e-02,3.561928687014125350e-01,1.625351578876319328e-02,3.601357831400375797e-01
2.780000000000000000e+03,3.423069061396957768e-01,7.822718250910097593e-02,1.249421173966720928e-02,3.548011178793629705e-01,1.649593403303176165e-02,3.588028401727275662e-01
2.800000000000000000e+03,3.432688045424300283e-01,7.811215066024829179e-02,1.247583919664223447e-02,3.557446437390722749e-01,1.647167701993850972e-02,3.597404815623685415e-01
2.820000000000000000e+03,3.426415722865562841e-01,7.588760331763318157e-02,1.212054114509456861e-02,3.547621134316508718e-01,1.600258194275270066e-02,3.586441542293090090e-01
2.840000000000000000e+03,3.448586714538661169e-01,7.894647601975036955e-02,1.260909514894730660e-02,3.574677666028134304e-01,1.664761300089794699e-02,3.615062844547640708e-01
2.860000000000000000e+03,3.389415924812292369e-01,7.359920102379732820e-02,1.175504437162456714e-02,3.506966368528537936e-01,1.552002163482184630e-02,3.544616141160510936e-01
2.880000000000000000e+03,3.469446800745926707e-01,7.659612322627250280e-02,1.223370382686799970e-02,3.591783839014606738e-01,1.615198905801783560e-02,3.630966691326105167e-01
2.900000000000000000e+03,3.464447392465232478e-01,7.970129801613211329e-02,1.272965306176047397e-02,3.591743923082837409e-01,1.680678393687721692e-02,3.632515231834004821e-01
2.920000000000000000e+03,3.463749768478529556e-01,7.797962928670247595e-02,1.245467327901608919e-02,3.588296501268690708e-01,1.644373195320004630e-02,3.628187088010529915e-01
2.940000000000000000e+03,3.450201450810804205e-01,7.942666244389637309e-02,1.268578908915275749e-02,3.577059341702331641e-01,1.674887094375366106e-02,3.617690160248340780e-01
2.960000000000000000e+03,3.438997029677614004e-01,7.783723169895818972e-02,1.243192996198191382e-02,3.563316329297432916e-01,1.641370426795624865e-02,3.603134072357176421e-01
2.980000000000000000e+03,3.488305582628621893e-01,7.832659314495445113e-02,1.251008930924966782e-02,3.613406475721118727e-01,1.651689696738043930e-02,3.653474552302426459e-01
